,Entity_SubjectType_ClassificationCode,NameAlias_WholeName,Address_City,Address_CountryDescription,Address_Street
5833,enterprise,Servicios de Información del Ejército del Aire [Siria],,,
5834,enterprise,zpravodajská služba vojenského letectva [Sýrie],,,
5835,enterprise,Flyvevåbnets ef-terretnings- tjeneste [Syrien],,,
5836,enterprise,Lennuväe luureteenistus [Süüria],,,
5837,enterprise,Υπηρεσία πληροφοριών της αεροπορίας [Συρία],,,
5838,enterprise,Direzione delle informazioni dell'aeronautica militare [Siria],,,
5839,enterprise,Gaisa spēku izlūkdienests [Sīrija],,,
5840,enterprise,Karinių oro pajėgų žvalgybos tarnyba [Sirija],,,
5841,enterprise,A légierő hírszerzési szolgálata [szíria],,,
5842,enterprise,Servizz tal-Informazzjoni tal- Armata tal-ajru [Sirja],,,
5843,enterprise,Inlichtingendienst luchtmacht [Syrië],,,
5844,enterprise,Urząd wywiadu sił powietrznych [Syria],,,
5845,enterprise,Serviço de Informações da Força Aérea [Síria],,,
5846,enterprise,Serviciul de informații al Forțelor Armate Aeriene [Siria],,,
5847,enterprise,Spravodajská služba vojenského letectva [Sýria],,,
5848,enterprise,Obveščevalna služba zračnih sil [Sirija],,,
5849,enterprise,ilmavoimien tiedustelupalvelu [Syyria],,,
5850,enterprise,Flygvapnets underrättelsetjänst [Syrien],,,
5851,enterprise,IRGC Qods Force,,,
5852,enterprise,IRGC Quds Force,,,
5853,enterprise,Quds Force,,,
5854,enterprise,Qods Force,,,
5855,enterprise,Forces Qods du Corps des gardiens de la révolution,,,
5856,enterprise,Quds-Truppe im Korps der Islamischen Revolutionsgarden,,,
5857,enterprise,Forza Qods dell'IRGC,,,
5858,enterprise,Qods-strijdkrachten van de IRG,,,
5859,enterprise,Força Qods do CGRI,,,
5860,enterprise,Síly al-Kuds islámských revolučních gard,,,
5861,enterprise,Islamo revoliucijos gvardijos Qods pajėgos,,,
5862,enterprise,Forțele Qods ale IRGC,,,
5863,enterprise,Сили „Qods“ (известни също като на Корпуса на пазителите на ислямската революция (IRGC),,,
5864,enterprise,Fuerza Qods del IRGC,,,
5865,enterprise,IRGC Δύναμη Qods,,,
5866,enterprise,IRGC Qods spēki,,,
5867,enterprise,IRGC Qods Erők,,,
5868,enterprise,Il-Forza Qods tal- IRGC,,,
5869,enterprise,Jednostka IRGC Qods,,,
5870,enterprise,Jednotka Qods iránskych islamských revolučných gárd,,,
5871,enterprise,Enota IRGC Qods,,,
5872,enterprise,IRGC:n Qods-erityisjoukot,,,
5873,enterprise,Qods-styrkan inom Islamiska revolutionsgardet i Iran,,,
5874,enterprise,,Teheran,IRAN (ISLAMIC REPUBLIC OF),
5875,person,Mati ur-Rehman Ali Muhammad,,,
5876,person,Mati-ur Rehman,,,
5877,person,Mati ur Rehman,,,
5878,person,Matiur Rahman,,,
5879,person,Matiur Rehman,,,
5880,person,Matti al-Rehman,,,
5881,person,Abdul Samad,,,
5882,person,Samad Sial,,,
5883,person,Abdul Samad Sial,,,
5884,person,Ustad Talha,,,
5885,person,Qari Mushtaq,,,
5886,person,Tariq,,,
5887,person,Hussain,,,
5888,person,,,,
5889,person,,,,
5890,person,Fares CHEHABI,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32020R0716&from=EN,,
5891,person,Fares Shihabi,,,
5892,person,Fares Chihabi,,,
5893,person,فارس الشهابي,,,
5894,person,,,,
5895,person,Tarif AKHRAS,,,
5896,person,Tarif AL AKHRAS,,,
5897,person,طريف اخرس,,,
5898,person,,,,
5899,person,,,,
5900,person,Issam ANBOUBA,,,
5901,person,عصام أنبوبا,,,
5902,person,,,,
5903,enterprise,Mada Transport,,,
5904,enterprise,,,,Sehanya Dara'a Highway
5905,enterprise,Cham Investment Group,,,
5906,enterprise,,,,Sehanya Daraa Highway
5907,enterprise,Real Estate Bank,,,
5908,enterprise,,Damascus,,Insurance Building
5909,person,Hassan Mahat Omar,,,
5910,person,Hassaan Hussein Adam,,,
5911,person,Hassane Mahad Omar,,,
5912,person,Xassaan Xuseen Adan,,,
5913,person,Asan Mahad Cumar,,,
5914,person,Abu Salman,,,
5915,person,Abu Salmaan,,,
5916,person,Sheikh Hassaan Hussein,,,
5917,person,,,,
5918,person,,,,
5919,person,,,,
5920,person,,,,
5921,person,Omar Hammami,,,
5922,person,Abu Maansuur Al-Amriki,,,
5923,person,Abu Mansour Al-Amriki,,,
5924,person,Abu Mansuur Al-Amriki,,,
5925,person,Umar Hammami,,,
5926,person,Abu Mansur Al-Amriki,,,
5927,person,,,SOMALIA,
5928,person,,,,
5929,person,,,,
5930,person,,,,
5931,person,,,,
5932,person,Tayseer Qala AWWAD,,,
5933,person,تيسير قلا عواد,,,
5934,person,,,,
5935,person,Adnan Hassan MAHMOUD,,,
5936,person,عدنان حسن محمود,,,
5937,person,,,,
5938,enterprise,Addounia TV,,,
5939,enterprise,Dounia TV,,,
5940,enterprise,,,00,
5941,enterprise,Cham Holding,,,
5942,enterprise,,," +963 11 673 1044]\nEMAIL[info@chamholding.sy]\nFAX[+963 11 673 1274]""",Cham Holding Building - Daraa Highway - Ashrafiyat Sahnaya Rif Dimashq
5943,enterprise,El-Tel. Co.,,,
5944,enterprise,El-Tel. Middle East Company,,,
5945,enterprise,Abraj Tech,,,
5946,enterprise,,Damascus,,Dair Ali Jordan Highway
5947,enterprise,Ramak Constructions Co.,,,
5948,enterprise,Sociedad de Construcciones Ramak,,,
5949,enterprise,,Damascus,SYRIAN ARAB REPUBLIC,Dara'a Highway
5950,enterprise,Souruh Company,,,
5951,enterprise,SOROH Al Cham Company,,,
5952,enterprise,Sociedad Souruh,,,
5953,enterprise,Sociedad SOROH Al Cham,,,
5954,enterprise,,Damascus,,Adra Free Zone Area
5955,enterprise,Syriatel,,,
5956,enterprise,,Damascus,,Syriatel Mobile Telecom Building
5957,person,Abd Al-Rahman Ould Muhammad Al-Husayn Ould Muhammad Salim,,,
5958,person,Abdarrahmane ould Mohamed el Houcein ould Mohamed Salem,,,
5959,person,Yunis al-Mauritani,,,
5960,person,Younis al-Mauritani,,,
5961,person,Sheikh Yunis al-Mauritani,,,
5962,person,Shaykh Yunis the Mauritanian,,,
5963,person,Salih the Mauritanian,,,
5964,person,Mohamed Salem,,,
5965,person,Youssef Ould Abdel Jelil,,,
5966,person,El Hadj Ould Abdel Ghader,,,
5967,person,Abdel Khader,,,
5968,person,Abou Souleimane,,,
5969,person,Chingheity,,,
5970,person,Abd Al-Rahman Ould Muhammad Al-Husayn Ould Muhammad Salim,,,
5971,person,,,,
5972,person,,,,
5973,person,Mahmoud ABBASZADEH-MESHKINI,,,
5974,person,Ali-Reza AKBARSHAHI,,,
5975,person,Hassan AKHARIAN,,,
5976,person,Seyyed Ali-Reza AVAEE,,,
5977,person,Seyyed Alireza AVAEE,,,
5978,person,Alireza AVAIE,,,
5979,person,,,,
5980,person,Jaber BANESHI,,,
5981,person,Mostafa Barzegar GANJI,,,
5982,person,Mohammad Reza HABIBI,,,
5983,person,Yadollah JAVANI,,,
5984,person,Massoud JAZAYERI,,,
5985,person,Mohammad Saleh JOKAR,,,
5986,person,,,,
5987,person,Behrouz KAMALIAN,,,
5988,person,Hackers Brain,,,
5989,person,Behrooz_Ice,,,
5990,person,,,,
5991,person,Moussa KHALILOLLAHI,,,
5992,person,Mousa KHALILOLLAHI,,,
5993,person,Mousa Khalil ELAHI,,,
5994,person,,,,
5995,person,Sadeq MAHSOULI,,,
5996,person,Sadeq MAHSULI,,,
5997,person,,,,
5998,person,,,,
5999,person,Mojtaba MALEKI,,,
6000,person,Mehrdad OMIDI,,,
6001,person,Reza,,,
6002,person,Reza OMIDI,,,
6003,person,Mahmoud SALARKIA,,,
6004,person,Hojatollah KHODAEI SOURI,,,
6005,person,,,,
6006,person,Hossein TALA,,,
6007,person,Hosseyn TALA,,,
6008,person,,,,
6009,person,Morteza TAMADDON,,,
6010,person,Morteza TAMADON,,,
6011,person,,,,
6012,person,Hossein ZEBHI,,,
6013,person,Mohammad-Kazem BAHRAMI,,,
6014,person,Aziz HAJMOHAM-MADI,,,
6015,person,Noorollah Azizmohammadi,,,
6016,person,Aziz Hajmohammadi,,,
6017,person,,,,
6018,person,Mohammad-Bagher BAGHERI,,,
6019,person,Seyyed Morteza BAKHTIARI,,,
6020,person,,,,
6021,person,Mohammad HOSSEINI,,,
6022,person,Seyyed Mohammad HOSSEYNI,,,
6023,person,Seyed Mohammad HOSSEYNI,,,
6024,person,Sayyed Mohammad HOSSEYNI,,,
6025,person,Sayyid Mohammad HOSSEYNI,,,
6026,person,,,,
6027,person,Heydar MOSLEHI,,,
6028,person,Heidar MOSLEHI,,,
6029,person,Haidar MOSLEHI,,,
6030,person,,,,
6031,enterprise,Commercial Bank of Syria,,,
6032,enterprise,Banco Comercial de Siria,,,
6033,enterprise,Търговска банка на Сирия,,,
6034,enterprise,Banca Comercială a Siriei,,,
6035,enterprise,Szíriai Kereskedelmi Bank,,,
6036,enterprise,Obchodná banka Sýrie,,,
6037,enterprise,Syrská obchodní banka,,,
6038,enterprise,Sirijos komercijos bankas,,,
6039,enterprise,Sīrijas Komercbanka,,,
6040,enterprise,Süüria Kommertspank,,,
6041,enterprise,al-Masraf al- tajariyy al- suriyy,,,
6042,enterprise,,Damascus,SYRIAN ARAB REPUBLIC,Moawiya St.
6043,enterprise,,Damascus,SYRIAN ARAB REPUBLIC,Yousef Azmeh Square (Damascus Branch)
6044,enterprise,,Aleppo,SY,Kastel Hajjarin St. (Aleppo Branch)
6045,enterprise,,,,
6046,,,,,
6047,,,,,
6048,,,,,
6049,,,,,
6050,,,,,
6051,,,,,
6052,,,,,
6053,,,,,
6054,,,,,
6055,,,,,
6056,,,,,
6057,,,,,
6058,,,,,
6059,,,,,
6060,,,,,
6061,,,,,
6062,,,,,
6063,,,,,
6064,,,,,
6065,,,,,
6066,,,,,
6067,,,,,
6068,,,,,
6069,,,,,
6070,,,,,
6071,,,,,
6072,,,,,
6073,,,,,
6074,,,,,
6075,,,,,
6076,,,,,
6077,,,,,
6078,,,,,
6079,,,,,
6080,,,,,
6081,,,,,
6082,,,,,
6083,,,,,
6084,,,,,
6085,,,,,
6086,,,,,
6087,,,,,
6088,,,,,
6089,,,,,
6090,,,,,
6091,,,,,
6092,,,,,
6093,,,,,
6094,,,,,
6095,,,,,
6096,,,,,
6097,,,,,
6098,,,,,
6099,,,,,
6100,,,,,
6101,,,,,
6102,person,ABDOLLAHI Hamed,,,
6103,person,Mustafa Abdullahi,,,
6104,person,,,,
6105,person,,,,
6106,person,ARBABSIAR Manssor,,,
6107,person,Mansour Arbabsiar,,,
6108,person,,,,
6109,person,,,,
6110,person,,,,
6111,person,,,,
6112,person,,,,
6113,person,,,,
6114,person,,,,
6115,person,SHAHLAI Abdul Reza,,,
6116,person,Abdol Reza Shala'i,,,
6117,person,Abd-al Reza Shalai,,,
6118,person,Abdorreza Shahlai,,,
6119,person,Abdolreza Shahla'i,,,
6120,person,Abdul-Reza Shahlaee,,,
6121,person,Hajj Yusef,,,
6122,person,Haji Yusif,,,
6123,person,Hajji Yasir,,,
6124,person,Hajji Yusif,,,
6125,person,Yusuf Abu-al-Karkh,,,
6126,person,,Kermanshah,IRAN (ISLAMIC REPUBLIC OF),
6127,person,,Mehran Military Base,,
6128,person,,,,
6129,person,SHAKURI Ali Gholam,,,
6130,person,,,,
6131,person,Jumah AL-AHMAD,,,
6132,person,Jumah AL-AHMED,,,
6133,person,جمعة الأحمد,,,
6134,person,Lu’ai AL-ALI,,,
6135,person,Louay AL-ALI,,,
6136,person,Loai AL-ALI,,,
6137,person,لؤي العلي,,,
6138,person,,,,
6139,person,Ali Abdullah AYYUB,,,
6140,person,Ali Abdallah AYYUB,,,
6141,person,Ali Abdallah AYOB,,,
6142,person,Ali Abdallah AYOUB,,,
6143,person,Ali Abdallah AYUB,,,
6144,person,Ali Abdallah AYYOUB,,,
6145,person,Ali Abdullah AYOB,,,
6146,person,Ali Abdullah AYOUB,,,
6147,person,Ali Abdullah AYUB,,,
6148,person,Ali Abdullah AYYOUB,,,
6149,person,علي عبدالله أيوب,,,
6150,person,,,,
6151,person,Fahd Jasim AL-FURAYJ,,,
6152,person,Fahd Jasem AL-FURAYJ,,,
6153,person,Fahd Jassim AL-FURAYJ,,,
6154,person,Fahd Jassem AL-FURAYJ,,,
6155,person,Fahd Jasim AL-FREIJ,,,
6156,person,Fahed Jasim AL-FURAYJ,,,
6157,person,Fahid Jasim AL-FURAYJ,,,
6158,person,Fahid Jassem AL-FURAYJ,,,
6159,person,Fahid Jassim AL-FURAYJ,,,
6160,person,Fahid Jasem AL-FURAYJ,,,
6161,person,Fahd Jassem AL-FREIJ,,,
6162,person,Fahd Jassim AL-FREIJ,,,
6163,person,Fahd Jasem AL-FREIJ,,,
6164,person,Fahed Jassem AL-FURAYJ,,,
6165,person,Fahed Jassim AL-FURAYJ,,,
6166,person,Fahed  Jasem AL-FURAYJ,,,
6167,person,Fahid Jassem AL-FREIJ,,,
6168,person,Fahed Jassim AL-FREIJ,,,
6169,person,Fahed Jasem AL-FREIJ,,,
6170,person,Fahed Jasim AL-FREIJ,,,
6171,person,Fahid Jassim AL-FREIJ,,,
6172,person,Fahid Jasem AL-FREIJ,,,
6173,person,Fahid Jasim AL-FREIJ,,,
6174,person,فهد جاسم الفريج,,,
6175,person,,,,
6176,person,Aous ‘Ali’ ASLAN,SYR,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32020R0716&from=EN
6177,person,Aws ‘Ali’ ASLAN,,,
6178,person,Aus ‘Ali’ ASLAN,,,
6179,person,أوس أصلان,,,
6180,person,,,,
6181,person,Ghassan BELAL,,,
6182,person,Ghassan BILAL,,,
6183,person,غسان بلال,,,
6184,person,Abdullah BERRI,,,
6185,person,Abdallah BERRI,,,
6186,person,عبدالله بري,,,
6187,person,George CHAOUI,,,
6188,person,جورج شاوي,,,
6189,person,Zuhair HAMAD,,,
6190,person,Zouheir HAMAD,,,
6191,person,Zuheir HAMAD,,,
6192,person,Zouhair HAMAD,,,
6193,person,زهير حمد,,,
6194,person,,,,
6195,person,Ammar ISMAEL,,,
6196,person,Amar ISMAEL,,,
6197,person,Amar ISMAIL,,,
6198,person,Ammar ISMAIL,,,
6199,person,عمار اسماعيل,,,
6200,person,,,,
6201,person,,,,
6202,person,Mujahed ISMAIL,,,
6203,person,Mujahed ISMAEL,,,
6204,person,مجاهد إسماعيل,,,
6205,person,Nazih,,,
6206,person,نزيه,,,
6207,person,Kifah MOULHEM,,,
6208,person,Kifah MOULHIM,,,
6209,person,Kifah MULHEM,,,
6210,person,Kifah MULHIM,,,
6211,person,Kifah MILHEM,,,
6212,person,كفاح ملحم,,,
6213,person,,,,
6214,person,Wajih MAHMUD,,,
6215,person,Wajeeh MAHMUD,,,
6216,person,وجيه محمود,,,
6217,person,Talal Mustafa TLASS,,,
6218,person,طلال مصطفى طلاس,,,
6219,person,Fu’ad TAWIL,,,
6220,person,فؤاد طويل,,,
6221,person,Davoud BABAEI,,,
6222,person,Kamran DANESHJOO,,,
6223,person,Kamran DANESHJOU,,,
6224,person,Milad JAFARI,,,
6225,person,Milad  JAFERI,,,
6226,person,,,,
6227,person,,,,
6228,person,Ali KARIMIAN,,,
6229,person,,,,
6230,person,Majid KHANSARI,,,
6231,person,Mohammad MOHAMMADI,,,
6232,person,Mohammad Sadegh NASERI,,,
6233,person,Hamid SOLTANI,,,
6234,person,Javad AL YASIN,,,
6235,enterprise,Aria Nikan,,,
6236,enterprise,Pergas Aria Movalled Ltd,,,
6237,enterprise,,Tehran,IRAN (ISLAMIC REPUBLIC OF),59 Azadi Ali North Sohrevardi Avenue [Suite 1]
6238,enterprise,Bargh Azaraksh,,,
6239,enterprise,Barghe Azerakhsh Sakht,,,
6240,enterprise,,Esfahan,,599 Ata Al Malek Blvd [Stage 3]
6241,enterprise,Behineh Trading Co,,,
6242,enterprise,,Tehran,IRAN (ISLAMIC REPUBLIC OF),
6243,enterprise,Eyvaz Technic,,,
6244,enterprise,,Tehran,,3 Shahid Hamid Sadigh Alley [Building 3]
6245,enterprise,Ghani Sazi Uranium Company,,,
6246,enterprise,Iran Uranium Enrichment Company,,,
6247,enterprise,,Tehran,,3 Qarqavol Close
6248,enterprise,Iran Pooya,,,
6249,enterprise,Iran Pouya,,,
6250,enterprise,Karanir,,,
6251,enterprise,Moaser,,,
6252,enterprise,Tajhiz Sanat,,,
6253,enterprise,Karanir Sanat,,,
6254,enterprise,,Tehran,,1139/1 Unit 104 Gol  Building
6255,enterprise,Khala Afarin Pars,,,
6256,enterprise,PISHRO KHALA AFARIN COMPANY,,,
6257,enterprise,,Tehran,,Unit 5
6258,enterprise,MACPAR Makina San Ve Tic,,,
6259,enterprise,,Istanbul,,79/2 Istasyon MH
6260,enterprise,MATSA (Mohandesi Toseh Sokht Atomi Company),,,
6261,enterprise,,Tehran,IRAN (ISLAMIC REPUBLIC OF),90 Fathi Shaghaghi Street
6262,enterprise,Mobin Sanjesh,,,
6263,enterprise,,Tehran,,11 12th Street [Entry 3]
6264,enterprise,Multimat lc ve Dis Ticaret Pazarlama Limited Sirketi,,,
6265,enterprise,Research Centre for Explosion and Impact,,,
6266,enterprise,METFAZ,,,
6267,enterprise,,Tehran,UNKNOWN,44 180th Street West
6268,enterprise,Saman Nasb Zayendeh Rood,,,
6269,enterprise,Saman Nasbzainde Rood,,,
6270,enterprise,,Esfahan,,Kahorz Blvd [Unit 7
6271,enterprise,Saman Tose'e Asia,,,
6272,enterprise,SATA,,,
6273,enterprise,Samen Industries,,,
6274,enterprise,Khorasan  Metallurgy  Industries,,,
6275,enterprise,,Mashhad,,2nd km of Khalaj Road End of Seyyedi St
6276,enterprise,STEP Standart Teknik Parca San ve TIC A.S.,,,
6277,enterprise,,Istanbul,TURKEY,79/2 Tuzla
6278,enterprise,SURENA,,,
6279,enterprise,Sakhd Va Rah-An-Da-Zi,,,
6280,,,,,
6281,,,,,
6282,,,,,
6283,,,,,
6284,,,,,
6285,,,,,
6286,,,,,
6287,enterprise,Test Tafsir,,,
6288,enterprise,,Tehran,,11 Tawhid 6 Street
6289,enterprise,Tosse Silooha,,,
6290,enterprise,Tosseh Jahad E Silo,,,
6291,enterprise,Yarsanat,,,
6292,enterprise,Yar Sanat,,,
6293,enterprise,Yarestan Vacuumi,,,
6294,enterprise,,Tehran,,101 West Zardosht Street
6295,enterprise,,Tehran,UNKNOWN,139 Hoveyzeh Street
6296,person,Azim AGHAJANI,,,
6297,person,Azim ADHAJANI,,,
6298,person,Azim Agha-Jani,,,
6299,person,,,,
6300,person,,,,
6301,person,,,,
6302,person,Abolghassem Mozaffari SHAMS,,,
6303,person,Ali Akbar Tabatabaei,,,
6304,person,Sayed Akbar Tahmaesebi,,,
6305,person,Ali Akbar Tahmaesebi,,,
6306,person,Ali Akber Tahmaesebi,,,
6307,person,Ali Akber Tabatabaei,,,
6308,person,Syed Akber Tahmaesebi,,,
6309,person,,,,
6310,person,,,,
6311,person,,,,
6312,person,,,,
6313,,,,,
6314,,,,,
6315,person,Mohammad AL-JLEILATI,,,
6316,person,Mohamed AL-JLEILATI,,,
6317,person,Muhammad AL-JLEILATI,,,
6318,person,Mohammed AL-JLEILATI,,,
6319,person,محمد جليلاتي,,,
6320,person,محمد الجليلاتي,,,
6321,person,,,,
6322,person,Ibrahim AL-HASSAN,,,
6323,person,Ibrahim AL-HASAN,,,
6324,person,ابراهيم الحسن,,,
6325,person,Khalil ZGHRAYBIH,,,
6326,person,Khaleel ZGHRAYBIH,,,
6327,person,Khalil ZGHRAYBEH,,,
6328,person,Khalil ZGHRAYBE,,,
6329,person,Khalil ZGHRAYBA,,,
6330,person,Khalil ZGHRAYBAH,,,
6331,person,Khalil ZAGHRAYBEH,,,
6332,person,Khalil ZAGHRAYBE,,,
6333,person,Khalil ZAGHRAYBA,,,
6334,person,Khalil ZAGHRAYBAH,,,
6335,person,Khalil ZEGHRAYBEH,,,
6336,person,Khalil ZEGHRAYBE,,,
6337,person,Khalil ZEGHRAYBA,,,
6338,person,Khalil ZEGHRAYBAH,,,
6339,person,Khalil ZUGHRAYBEH,,,
6340,person,Khalil ZUGHRAYBE,,,
6341,person,Khalil ZUGHRAYBA,,,
6342,person,Khalil ZUGHRAYBAH,,,
6343,person,Khalil ZIGHRAYBEH,,,
6344,person,Khalil ZIGHRAYBE,,,
6345,person,Khalil ZIGHRAYBA,,,
6346,person,Khalil ZIGHRAYBAH,,,
6347,person,Khaleel ZAGHRAYBAH,,,
6348,person,Khaleel ZAGHRAYBA,,,
6349,person,Khaleel ZAGHRAYBE,,,
6350,person,Khaleel ZAGHRAYBEH,,,
6351,person,Khaleel ZGHRAYBAH,,,
6352,person,Khaleel ZGHRAYBA,,,
6353,person,Khaleel ZGHRAYBE,,,
6354,person,Khaleel ZGHRAYBEH,,,
6355,person,Khaleel ZUGHRAYBA,,,
6356,person,Khaleel ZUGHRAYBE,,,
6357,person,Khaleel ZUGHRAYBEH,,,
6358,person,Khaleel ZEGHRAYBAH,,,
6359,person,Khaleel ZEGHRAYBA,,,
6360,person,Khaleel ZEGHRAYBE,,,
6361,person,Khaleel ZEGHRAYBEH,,,
6362,person,Khaleel ZIGHRAYBAH,,,
6363,person,Khaleel ZIGHRAYBA,,,
6364,person,Khaleel ZIGHRAYBE,,,
6365,person,Khaleel ZIGHRAYBEH,,,
6366,person,Khaleel ZUGHRAYBAH,,,
6367,person,خليل زغربية,,,
6368,person,خليل زغريبه,,,
6369,person,Ali BARAKAT,,,
6370,person,علي بركات,,,
6371,person,بركات علي بركات,,,
6372,person,Barakat Ali Barakat,,,
6373,person,Talal MAKHLUF,,,
6374,person,Talal MAKHLOUF,,,
6375,person,طلال مخلوف,,,
6376,person,Nazih HASSUN,,,
6377,person,Nazeeh HASSUN,,,
6378,person,Nazih HASSOUN,,,
6379,person,Nazeeh HASSOUN,,,
6380,person,نزيه حسون,,,
6381,person,Maan JDIID,,,
6382,person,Ma'an JDIID,,,
6383,person,Maan JDID,,,
6384,person,Maan JEDID,,,
6385,person,Maan JEDEED,,,
6386,person,Maan JADEED,,,
6387,person,Maan JDEED,,,
6388,person,Ma'an JDEED,,,
6389,person,Ma'an JADEED,,,
6390,person,Ma'an JEDEED,,,
6391,person,Ma'an JEDID,,,
6392,person,Ma'an JDID,,,
6393,person,معن جديد,,,
6394,person,Mohammad Ibrahim Al-Shaar,,,
6395,person,Mohamed Ibrahim Al-Shaar,,,
6396,person,Muhammad Ibrahim Al-Shaar,,,
6397,person,Mohammed Ibrahim Al-Shaar,,,
6398,person,Mohammad Ibrahim Al-Chaar,,,
6399,person,Mohammad Ibrahim Al-Sha'ar,,,
6400,person,Mohammad Ibrahim Al Chaar,,,
6401,person,Mohammed Ibrahim Al-Sha'ar,,,
6402,person,Muhammad Ibrahim Al-Sha'ar,,,
6403,person,Mohamed Ibrahim Al-Sha'ar,,,
6404,person,,,,
6405,person,Khald AL-TAWEEL,,,
6406,person,Khaled AL-TAWEEL,,,
6407,person,Khald AL-TAWIL,,,
6408,person,Khaled AL-TAWIL,,,
6409,person,خالد الطويل,,,
6410,person,Ghiath FAYAD,,,
6411,person,Ghiath FAYYAD,,,
6412,person,غياث فياض,,,
6413,enterprise,Cham Press TV,,,
6414,enterprise,,Damascus,,Al Qudsi building
6415,enterprise,Al Watan,,,
6416,enterprise,,Damascus,,
6417,enterprise,Centre d’études et de recherches syrien (CERS),,,
6418,enterprise,Centre d’Etude et de Recherche Scientifique (CERS),,,
6419,enterprise,Scientific Studies and Research Center (SSRC),,,
6420,enterprise,Centre de Recherche de Kaboun,,,
6421,enterprise,CERS,,,
6422,enterprise,SSRC,,,
6423,enterprise,,Damascus,SYRIAN ARAB REPUBLIC,Barzeh Street
6424,enterprise,Business Lab,,,
6425,enterprise,,Damascus,,Maysat Square
6426,enterprise,Industrial Solutions,,,
6427,enterprise,,Damascus,SYRIAN ARAB REPUBLIC,Baghdad Street 5
6428,enterprise,Mechanical Construction Factory (MCF),,,
6429,enterprise,,Damascus,,P.O. Box 35202
6430,enterprise,Syronics – Syrian Arab Co. for Electronic Industries,,,
6431,enterprise,Syronics – sirska arabska družba za elektronsko industrijo,,,
6432,enterprise,,Damascus,SYRIAN ARAB REPUBLIC,Kaboon Street
6433,enterprise,Handasieh – Organization for Engineering Industries,,,
6434,enterprise,Handasieh – Organizzazzjoni għall-Industrji tal-Inġenerija,,,
6435,enterprise,Handasieh – organisation för verkstadsindustri,,,
6436,enterprise,Handasieh – organizacija za strojno industrijo,,,
6437,enterprise,,Damascus,,P.O. Box 5966
6438,enterprise,,Damascus,,PO BOX 2849
6439,enterprise,,Damascus,,PO BOX 21120
6440,enterprise,Syria Trading Oil Company (Sytrol),,,
6441,enterprise,,Damascus,,Prime Minister Building
6442,enterprise,General Petroleum Corporation (GPC),,,
6443,enterprise,,Damascus,SYRIAN ARAB REPUBLIC,New Sham - Building of Syrian Oil Company
6444,enterprise,Al Furat Petroleum Company,,,
6445,enterprise,,Damascus," +963 11 31914444]""",Dummar - New Sham - Western Dummer 1st. Island -  Property 2299  - AFPC Building
6446,person,KIM Yong Chol,,,
6447,person,KIM Yong-Chol,,,
6448,person,KIM Young-Chul,,,
6449,person,KIM Young-Cheol,,,
6450,person,KIM Young-Chol,,,
6451,person,김영철,,,
6452,person,,,,
6453,person,To-Chun Pak,,,
6454,person,To Chun PAK,,,
6455,person,,,,
6456,enterprise,Hesong Trading Company,,,
6457,enterprise,,Pyongyang,KOREA,
6458,enterprise,Tosong Technology Trading Corporation,,,
6459,enterprise,,Pyongyang,KOREA,
6460,enterprise,Korea Complex Equipment Import Corporation,,,
6461,enterprise,,Rakwon-dong,,
6462,enterprise,Korea Kwangsong Trading Corporation,,,
6463,enterprise,,Rakwon-dong,,
6464,enterprise,Korea Ryonha Machinery Joint Venture Corporation,,,
6465,enterprise,Chosun Yunha Machinery Joint Operation Company,,,
6466,enterprise,Korea Ryenha Machinery J/V Corporation,,,
6467,enterprise,Ryonha Machinery Joint Venture Corporation,,,
6468,enterprise,Ryonha Machinery Corporation,,,
6469,enterprise,Ryonha Machinery,,,
6470,enterprise,Ryonha Machine Tool,,,
6471,enterprise,Ryonha Machine Tool Corporation,,,
6472,enterprise,Ryonha Machinery Corp,,,
6473,enterprise,Ryonhwa Machinery Joint Venture Corporation,,,
6474,enterprise,Ryonhwa Machinery JV,,,
6475,enterprise,Huichon Ryonha Machinery General Plant,,,
6476,enterprise,Unsan,,,
6477,enterprise,Unsan Solid Tools,,,
6478,enterprise,Millim Technology Company,,,
6479,enterprise,,Tongan-dong,,
6480,enterprise,,Mangungdae-gu,,
6481,enterprise,,Mangyongdae District,,
6482,enterprise,Munitions Industry Department,,,
6483,enterprise,Military Supplies Industry Department,,,
6484,enterprise,,Pyongyang,KOREA,
6485,enterprise,Reconnaissance General Bureau,,,
6486,enterprise,Chongch’al Ch’ongguk,,,
6487,enterprise,RGB,,,
6488,enterprise,KPA Unit 586,,,
6489,enterprise,,Hyongjesan-Guyok,,
6490,enterprise,,Nungrado,,
6491,person,Tong-Myo'ng KIM,,,
6492,person,Chin-so'k KIM,,,
6493,person,Hyok-Chol KIM,,,
6494,person,Jin-Sok KIM,,,
6495,person,Tong-Myong KIM,,,
6496,person,,,,
6497,person,,,,
6498,enterprise,Korea Kwangson Banking Corporation (KKBC),,,
6499,enterprise,KKBC,,,
6500,enterprise,,Jungson-dong,,
6501,enterprise,Office 39,,,
6502,enterprise,Office #39,,,
6503,enterprise,Office No. 39,,,
6504,enterprise,Bureau 39,,,
6505,enterprise,Central Committee Bureau 39,,,
6506,enterprise,Third Floor,,,
6507,enterprise,Division 39,,,
