,Entity_SubjectType_ClassificationCode,NameAlias_WholeName,Address_City,Address_CountryDescription,Address_Street
427,enterprise,Grupo Islámico,,,
428,enterprise,Джамаа Ислямия,,,
429,enterprise,Great Islamic Eastern Warriors Front,,,
430,enterprise,IBDA-C,,,
431,enterprise,İslami Büyük Doğu Akıncılar Cephesi,,,
432,enterprise,Förtrupperna för ett islamiskt Stororienten,,,
433,enterprise,Fronta islamskih bojevnikov velikega vzhoda,,,
434,enterprise,Front islamských bojovníkov Veľkého východu,,,
435,enterprise,Marele Front de Est Islamic al Războinicilor,,,
436,enterprise,Grande Frente Islâmica Oriental de Combatentes,,,
437,enterprise,Islamski Front Bojowników o Wielki Wschód,,,
438,enterprise,Front van Voorvechters voor het Grote Islamitische Oosten,,,
439,enterprise,il-Front Iżlamiku tal-Ġellieda tal-Lvant il-Kbir,,,
440,enterprise,Nagy Iszlám Keleti Harci Front,,,
441,enterprise,Didysis islamo rytų karių frontas,,,
442,enterprise,Fronte islamico dei combattenti del grande oriente,,,
443,enterprise,Fronta ratnika velikog islamskog istoka,,,
444,enterprise,Fronta Mór Laochra Ioslamacha an Oirthir,,,
445,enterprise,Front islamique des combattants du Grand Orient,,,
446,enterprise,Μέγα Ισλαμικό Μέτωπο των Πολεμιστών της Ανατολής,,,
447,enterprise,Suur Islami Idavõitlejate Rinne,,,
448,enterprise,Front der islamischen Kämpfer des Großen Ostens,,,
449,enterprise,Fronta islámských bojovníků Velkého východu,,,
450,enterprise,Frente de Guerreros del Gran Oriente Islámico,,,
451,enterprise,Фронт на великите ислямски източни воини,,,
452,enterprise,Hamas,,,
453,enterprise,Hamas-Izz al-Din al-Qassem,,,
454,enterprise,Kurdistan Workers' Party,,,
455,enterprise,PKK,,,
456,enterprise,Parti des travailleurs du Kurdistan,,,
457,enterprise,Partido de los Trabajadores del Kurdistán,,,
458,enterprise,Εργατικό Κόµµα του Κουρδιστάν,,,
459,enterprise,Partido dos Trabalhadores do Curdistão,,,
460,enterprise,Kurdistanin työväenpuolue,,,
461,enterprise,Det Kurdiske Arbejderparti,,,
462,enterprise,Kurdische Arbeiterpartei,,,
463,enterprise,Koerdische Arbeiderspartij,,,
464,enterprise,Partito dei lavoratori del Kurdistan,,,
465,enterprise,KONGRA-GEL,,,
466,enterprise,Kurdská strana pracujících,,,
467,enterprise,Kurdistani Töölispartei,,,
468,enterprise,Kurd Munkáspárt,,,
469,enterprise,Kurdistano darbininkų partija,,,
470,enterprise,Partia Pracujących Kurdystanu,,,
471,enterprise,Strana kurdských pracujúcich,,,
472,enterprise,Delavska stranka Kurdistana,,,
473,enterprise,Kurdistan Workers Party,,,
474,enterprise,Кюрдска работническа партия,,,
475,enterprise,Partidul Muncitoresc din Kurdistan,,,
476,enterprise,Il-Partit tal-Ħaddiema tal-Kurdistan,,,
477,enterprise,KADEK,,,
478,enterprise,Páirtí Oibrithe na Cordastáine,,,
479,enterprise,Kurdistanska radnička stranka,,,
480,enterprise,NPA,,,
481,enterprise,New People's Army,,,
482,enterprise,Communist Party of the Philippines,,,
483,enterprise,Nya folkarmén,,,
484,enterprise,Filippinernas kommunistparti,,,
485,enterprise,Uusi kansanarmeija,,,
486,enterprise,Filippiinien kommunistinen puolue,,,
487,enterprise,Nova ljudska vojska,,,
488,enterprise,Komunistična stranka Filipinov,,,
489,enterprise,Novej ľudovej armády,,,
490,enterprise,Komunistická strana Filipín,,,
491,enterprise,Noua Armată Populară,,,
492,enterprise,Partidul Comunist din Filipine,,,
493,enterprise,Novo Exército Popular (NEP),,,
494,enterprise,Partido Comunista das Filipinas,,,
495,enterprise,Nowa Armia Ludowa,,,
496,enterprise,Komunistyczna Partia Filipin,,,
497,enterprise,l-Armata l-Ġdida tal-Poplu,,,
498,enterprise,Il-Partit Komunista tal-Filippini,,,
499,enterprise,Fülöp-szigeteki Kommunista Párt,,,
500,enterprise,Új Néphadsereg,,,
501,enterprise,Naująją liaudies armiją,,,
502,enterprise,Filipinų komunistų partija,,,
503,enterprise,Nuovo esercito popolare,,,
504,enterprise,Partito comunista delle Filippine,,,
505,enterprise,Nova narodna vojska,,,
506,enterprise,Komunistička partija Filipina,,,
507,enterprise,Arm Nua an Phobail - APN,,,
508,enterprise,Páirtí Cumannach na nOileán Filipíneach,,,
509,enterprise,Nouvelle armée du peuple,,,
510,enterprise,Parti communiste des Philippines,,,
511,enterprise,Νέος Λαϊκός Στρατός,,,
512,enterprise,Κομμουνιστικό Κόμμα Φιλιππίνων,,,
513,enterprise,Uus Rahvaarmee,,,
514,enterprise,Filipiinide Kommunistlik Partei,,,
515,enterprise,Neue Volksarmee,,,
516,enterprise,Kommunistische Partei der Philippinen,,,
517,enterprise,Det Filippinske Kommunistparti,,,
518,enterprise,Nové lidové armády,,,
519,enterprise,Komunistická strana Filipín,,,
520,enterprise,Nuevo Ejército del Pueblo,,,
521,enterprise,Partido Comunista de las Filipinas,,,
522,enterprise,Нова народна армия,,,
523,enterprise,Комунистическа партия на Филипините,,,
524,enterprise,Palestinian Islamic Jihad,,,
525,enterprise,PIJ,,,
526,enterprise,Jihad islamique palestinien,,,
527,enterprise,Yihad islámica para la liberación de Palestina,,,
528,enterprise,Παλαιστινιακή Ισλαµική Τζιχάντ,,,
529,enterprise,Jihad Islâmica Palestiniana,,,
530,enterprise,Palästinensischer Islamischer Dschihad,,,
531,enterprise,Palestiinan islamilainen jihad,,,
532,enterprise,Palæstinensisk Islamisk Jihad,,,
533,enterprise,Palestina Islamic Jihad,,,
534,enterprise,Jihad islamica palestinese,,,
535,enterprise,Palestinský islámský džihád,,,
536,enterprise,Palestiina Islami Džihaad,,,
537,enterprise,Palesztin Iszlám Dzsihád,,,
538,enterprise,Palestīniešu Islāma Jihad,,,
539,enterprise,Palestinos islamo džihadas,,,
540,enterprise,Palestyński Islamski Dżihad,,,
541,enterprise,Palestínsky islamský džihád,,,
542,enterprise,Palestinski islamski džihad,,,
543,enterprise,Palestinska islamiska Jihad,,,
544,enterprise,Палестински ислямски джихад,,,
545,enterprise,Jihadul Islamic Palestinian,,,
546,enterprise,JIP,,,
547,enterprise,Il-Ġiħad Iżlamika tal-Palestina,,,
548,enterprise,Palestinski islamski džihad,,,
549,enterprise,Jiohád Ioslamach na Palaistíne,,,
550,enterprise,Popular Front for the Liberation of Palestine,,,
551,enterprise,PFLP,,,
552,enterprise,Front populaire de libération de la Palestine,,,
553,enterprise,FPLP,,,
554,enterprise,Frente Popular de Liberación de Palestina,,,
555,enterprise,FPLP,,,
556,enterprise,Λαϊκό Μέτωπο για την Απελευθέρωση της Παλαιστίνης,,,
557,enterprise,Frente Popular de Libertação da Palestina,,,
558,enterprise,Palestiinan vapautuksen kansanrintama,,,
559,enterprise,Folkefronten til Palæstinas Befrielse,,,
560,enterprise,Volksfront für die Befreiung Palästinas,,,
561,enterprise,Volksfront voor de bevrijding van Palestina,,,
562,enterprise,Fronte popolare di liberazione della Palestina,,,
563,enterprise,Lidová fronta za osvobození Palestiny,,,
564,enterprise,Palestiina Vabastamise Rahvarinne,,,
565,enterprise,Népi Front Palesztina Felszabadításért,,,
566,enterprise,Palestīnas atbrīvošanas Tautas Fronte,,,
567,enterprise,Palestinos išlaisvinimo liaudies frontas,,,
568,enterprise,PILF,,,
569,enterprise,Ludowy Front Wyzwolenia Palestyny,,,
570,enterprise,Ľudový front za oslobodenie Palestíny,,,
571,enterprise,Ljudska fronta za osvoboditev Palestine,,,
572,enterprise,PATF,,,
573,enterprise,FPLP,,,
574,enterprise,Народен Фронт за освобождение на Палестина,,,
575,enterprise,Frontul Popular pentru Eliberarea Palestinei,,,
576,enterprise,FPEP,,,
577,enterprise,Il-Front Popolari għal-Liberazzjoni tal-Palestina,,,
578,enterprise,Folkfronten för Palestinas befrielse,,,
579,enterprise,Narodna fronta za oslobođenje Palestine,,,
580,enterprise,Fronta Pobail i gcomhair Shaoirse na Palaistíne,,,
581,enterprise,Popular Front for the Liberation of Palestine — General Command,,,
582,enterprise,PFLP — General Command,,,
583,enterprise,Front populaire de libération de la Palestine — Commandement général,,,
584,enterprise,FPLP — Commandement général,,,
585,enterprise,Frente Popular de Liberación de Palestina — «Comando General»,,,
586,enterprise,FPLP — Comando General,,,
587,enterprise,FPLP-CG,,,
588,enterprise,Λαϊκό Μέτωπο για την Απελευθέρωση της Παλαιστίνης — Γενική ∆ιοίκηση,,,
589,enterprise,Frente Popular de Libertação da Palestina — Comando Geral,,,
590,enterprise,FPLP — Comando Geral,,,
591,enterprise,Folkefronten til Palæstinas Befrielse-Generalkommandoen,,,
592,enterprise,Generalkommando der Volksfront für die Befreiung Palästinas,,,
593,enterprise,Volksfront voor de bevrijding van Palestina-Algemeen Commando,,,
594,enterprise,Fronte popolare di liberazione della Palestina — Comando generale,,,
595,enterprise,Comando generale del PFLP,,,
596,enterprise,Vrchní velitelství Lidové fronty za osvobození Palestiny,,,
597,enterprise,Népi Front Palesztina Felszabadításért – Főparancsnokság,,,
598,enterprise,Palestīnas atbrīvošanas Tautas Fronte – virsvadība,,,
599,enterprise,PFLP – virsvadība,,,
600,enterprise,Palestinos išlaisvinimo žmonių fronto Aukščiausioji vadovybė,,,
601,enterprise,PILF Aukščiausioji vadovybė,,,
602,enterprise,Ludowy Front Wyzwolenia Palestyny – Naczelne Dowództwo,,,
603,enterprise,Ľudový front za oslobodenie Palestíny – hlavné veliteľstvo,,,
604,enterprise,PFLP-Hlavné veliteľstvo,,,
605,enterprise,Ljudska fronta za osvoboditev Palestine – glavno poveljstvo,,,
606,enterprise,PFLP – glavno poveljstvo,,,
607,enterprise,Народен Фронт за освобождение на Палестина – Общо командване,,,
608,enterprise,Frontul Popular pentru Eliberarea Palestinei – Comandamentul General,,,
609,enterprise,FPEP – Comandamentul General,,,
